,Abrangência/ Cobertura,Assunto/ palavras-chave,Autor,Data,Descrição,Identifier,Título
1708,,10 Comunicação > 10.1 Documento,Não identificado,13/02/1936,"Com a dedicatória “Abraços dos amigos da SEMA, Arminda. Rio, 13-2-36”.",1982.16.025,"Fotografia||Villa-Lobos, Arminda e não identificado"
1709,Brasil,10 Comunicação > 10.1 Documento,Não identificado,10/12/1935,"No verso, manuscrito “A Lya ao colo do Maestro V. Lobos e sua titia Julieta. 10-12-1935”.",2004.16.058,"Fotografia||Lya Almeida Castro Isidoro da Silva sobrinha de Arminda, Villa-Lobos e Julieta Strutt"
1710,Brasil,10 Comunicação > 10.1 Documento,Não identificado,Setembro de 1935,"Com a dedicatória no verso “Ivo Luiz e Yacyra, affectuosa recordação do Oscar. Setº 1935”.",2004.16.106,"Fotografia||Oscar Guimarães, irmão de Lucília Villa-Lobos"
1711,Brasil > Rio de Janeiro,10 Comunicação > 10.1 Documento,Não identificado,07/07/1935,"Manuscrito na frente da foto: “Demonstração de 7 de julho de 1935 (30.000 escolares, no Campo do Vasco Foot-Ball Club”.",1977.16.056,"Fotografia||Concentração orfeônica no estádio do Fluminense, com 30.000 escolares"
1712,,10 Comunicação > 10.1 Documento,Não identificado,Julho de 1937,"Com a dedicatória “Al Maestro Hector Villa-Lobos com admiración y aprecio. B. Aires, Julio 1935”.",2002.16.107,"Fotografia||[A Belyoto], [R Locatelli] e A. Russo"
1713,,10 Comunicação > 10.1 Documento,Não identificado,25/05/1935,,2008.16.034,Fotografia||Villa-Lobos e não identificado com bailarinos da apresentação de ‘Uirapurú’ na Argentina
1714,,10 Comunicação > 10.1 Documento,Não identificado,25/05/1935,,2003.16.117,"Fotografia||Bailarina Dora del Grande. Estreia do bailado Uirapurú, no Teatro Colón"
1715,,10 Comunicação > 10.1 Documento,Não identificado,19/05/1935,"Com a dedicatória “Agradecendo por el... altíssima...honor de haber formado com su presencia e colaboración... Al ilustríssimo Maestro Hector Villa-Lobos, um modesto artista argentino. Esnesto Dodds. B. Aires 19-6-35”.",2008.16.060,Fotografia||Villa-Lobos entre [Ernesto Dodds] e não identificada
1716,,10 Comunicação > 10.1 Documento,Não identificado,19/05/1935,,2003.16.127,Fotografia||Villa-Lobos tocando piano
1717,,10 Comunicação > 10.1 Documento,Não identificado,19/05/1935,,1983.16.012,Fotografia||Villa-Lobos tocando piano no Studio de Canto y Arte de Ernesto Dodds. Rua Maipu 994
1718,Argentina,10 Comunicação > 10.1 Documento,Não identificado,19/05/1935,,1977.16.020,Fotografia||Villa-Lobos tocando piano no Studio de Canto y Arte [Encénica] de Ernesto Dodds. Calle Maipu 994
1719,,10 Comunicação > 10.1 Documento,Não identificado,17/05/1935,"A foto 1980-16A-008 tem manuscrito “A linda e pacata Pensão Mara”, encontra-se carimbado “Aesster-Berlin” e a informação “Alemanha, 1936” e VL está com este mesmo casaco.",2003.16.113,Fotografia||Villa-Lobos com casaco em padronagem ‘espinha de peixe’ e gravata de bolinhas
1720,Argentina > Buenos Aires,10 Comunicação > 10.1 Documento,Não identificado,17/05/1935,"No verso, encontra-se datilografado “A la derecha, ofreciendo la demoostración, el compositor Carlos López Buchardo.” Nota de pesquisa: O compositor Carlos López Buchardo morreu em 1948, portanto a data, que está apagada no carimbo, é anterior a 48.",2003.16.112,"Fotografia||Villa-Lobos, o compositor argentino Carlos López Buchardo entre outros não identificados"
1721,,10 Comunicação > 10.1 Documento,Não identificado,17/07/1934,"com dedicatória: “À minha inteligente e boa auxiliar Arminda lembra o chefe ‘zangão'. Rio, 17/7/934”.",1984.16.055,Fotografia||Villa-Lobos
1722,Brasil > Rio de Janeiro,10 Comunicação > 10.1 Documento,Não identificado,22/11/1933,Manuscrito no verso “Fluminense F Club no dia 22/11/1933”,1977.16.263,"Fotografia||[Concentração orfeônica]. Villa-Lobos, Oscar Borgerth (com a mão sobre a boca) e não identificado no Estádio do Fluminense Futebol Clube"
1723,,10 Comunicação > 10.1 Documento,Não identificado,26/05/1933,"Com a dedicatória “À D. Lucilia querida, com gratidão e amizade dos 2ºs sopranos graves. 26-5-33.”",2004.16.168,"Fotografia||Lucilia, sentada com buquet de flores, tendo ao lado D. Noêmia (mãe de Villa-Lobos) e [alunos e professores do Curso de Pedagogia da Música]"
1724,Argentina > Buenos Aires,10 Comunicação > 10.1 Documento,Não identificado,Dezembro de 1932,"Com a dedicatória no verso: “À Lalinha com admiração e amizade, off.ce . dezembro de 1932”",1977.16.018,Fotografia||Villa-Lobos
1725,Brasil > Rio de Janeiro,10 Comunicação > 10.1 Documento,Não identificado,24/10/1932,,1982.16.022,Fotografia||Villa-Lobos no Estádio do Fluminense Futebol Clube na 1ª demonstração orfeônica no Rio de Janeiro
1726,Brasil > Rio de Janeiro,10 Comunicação > 10.1 Documento,Não identificado,24/10/1932,Manuscrito na frente “Preparando a colocação dos escolares no “Fluminense Foot-Ball Club”. Concentração Orfeônica 24-10 -1932 - Rio” e no verso “24-10-1932 Fluminense F Club - Rio”Ver também: Livro de Recorte LR02.103.2.e.00 e LR02.109.1.d.00 e LR03.081.1.c.00,1977.16.241,Fotografia||Villa-Lobos preparando a colocação dos escolares para concentração orfeônica no Estádio do Fluminense
1727,,10 Comunicação > 10.1 Documento,Não identificado,01/08/1932,,1977.16.262,Fotografia||Villa-Lobos
1728,,10 Comunicação > 10.1 Documento,Não identificado,01/07/1932,"Com a dedicatória “Aos queridos irmãos [Belita e Dan...] Lembrança do meu carão. Cruzeiro, 1-7-932”",1991.16.007,"Fotografia||Bertha (Lulucha), irmã mais velha de Villa-Lobos"
1729,Brasil > Rio de Janeiro,10 Comunicação > 10.1 Documento,Não identificado,17/01/1932,"Da esq. para a direita: Villa-Lobos (3°), Gustavo Capanema (9°) e General Monteiro (11°).",1977.16.013,"Fotografia||Festa organizada por Villa-Lobos, oferecida no Instituto de Música aos universitários que concluíram o curso (Correio da Manhã)"
1730,Brasil > Rio de Janeiro,10 Comunicação > 10.1 Documento,Não identificado,08/01/1932,Com a dedicatória: “À Arminda. Rio /1/8/932,1977.16.008,Fotografia||Villa-Lobos de perfil
1731,,10 Comunicação > 10.1 Documento,Não identificado,Novembro de 1931,"Com a dedicatória manuscrita na frente: “Para Villa-Lobos, Barroso Netto, Nov. 1931”. ",1977.16.006,Fotografia||Barroso Neto
1732,,10 Comunicação > 10.1 Documento,Não identificado,17/08/1931," Com dedicatória “A Franklin de Mattos. Ao Triumphador nas fileiras da bôa vontade artística brasileira, offerta um sincero patrício, muito admirador, bastante reconhecido e amigo leal. Villa-Lobos. Botucatu, 17-8-931”.",2003.16.152,Fotografia||Villa-Lobos
1733,,10 Comunicação > 10.1 Documento,Não identificado,Agosto de 1931,"Ao centro (da esq.p/ dir.) maestros João de Souza Lima, Alfredo Franklin de Mattos, Heitor Villa-Lobos e o prefeito Leônidas Cardoso.",2004.16.055,Fotografia||Recepção à Caravana Villa-Lobos em frente ao Teatro Espéria
1734,,10 Comunicação > 10.1 Documento,Não identificado,Agosto de 1931,,2004.16.054,"Fotografia||Maestro Franklin de Mattos e o Orfeão Normalista da escola Normal Oficial de Botucatu, que cantou para a Caravana Villa-Lobos"
1735,,10 Comunicação > 10.1 Documento,Não identificado,Agosto de 1931,"Com a dedicatória “Ao valoroso musicista Prof. Franklin Mattos, com admiração e sympatia do Souza Lima. Botucatu, agosto 31”.",2003.16.155,Fotografia||Souza Lima
1736,Brasil > Rio de Janeiro,10 Comunicação > 10.1 Documento,Não identificado,24/05/1931,"Coleção de Livros de Recortes do Museu Villa-Lobos (Ver LR02.065.1.a.00, LR01.054.1.c.00, LR01.055.2.c.00, LR01.059.1.a.00, LR02.070.1.c.00, LR02.052.1.c.00, LR02.083.1.a.01, LR02.088.1.b.00)",1977.16.017,"Fotografia||Exortação Villa-Lobos. Concentração Orfeônica com 10.000 vozes e bandas militares, no Campo de São Bento"
1737,,10 Comunicação > 10.1 Documento,Não identificado,29/03/1931,Com a dedicatória no verso “Meu Quirido Dous Filhos Santos sua mãy oferece recordação de Santos Praia gonsaga. 29 de março 1931” (sic).,2002.16.151,"Fotografia||Noêmia Villa-Lobos à esquerda, sua filha [Carmen] à dir. e não identificados"
1738,,10 Comunicação > 10.1 Documento,Não identificado,24/03/1931,,1982.16.262,Fotografia||Villa-Lobos regendo [concentração orfeônica]
1739,,10 Comunicação > 10.1 Documento,Não identificado,13/03/1931,"Da dir. para esq.: Souza Lima, Lucília Villa-Lobos, Annita Gonçalves e Villa-Lobos.Obs: Trata-se de reprodução feita pelo “Laboratório Renato Velasco”.",1987.16.064,Fotografia||Cartaz de apresentação da Caravana de Arte Brasileira
1740,,10 Comunicação > 10.1 Documento,Não identificado,Março de 1931,"No verso, informação manuscrita “Excursão Artística Villa-Lobos. Participaram Heitor Villa-Lobos, Lucília Villa-Lobos, Nair Nunes, Antonieta Rudge. Fonte: CHECHIM Filho, Antônio - Excursão Artística Villa-Lobos. Sem editora, sem ano”.",2002.16.009,Fotografia||Postal da Vivenda Monsenhor Joaquim Alves
1741,,10 Comunicação > 10.1 Documento,Não identificado,22/02/1931,"Com a dedicatória “Ao Armando Belardi, amigo e artísta. offerece o Villa-Lobos. São Paulo, 22-2-[31 ou 51]",2002.16.091,Fotografia||Reprodução fotográfica de caricatura de Villa-Lobos
1742,,10 Comunicação > 10.1 Documento,Não identificado,Janeiro de 1931,,2003.16.153,"Fotografia||Alfredo Franklin de Mattos, maestro Tabarin, Villa-Lobos e Souza Lima , no ap. de Villa-Lobos (Hotel Palace) em São Paulo – rua Florêncio de Abreu"
1743,,10 Comunicação > 10.1 Documento,Não identificado,25/12/1930,"No verso, dedicatória “A minha inesquecível vovó singela offerta de Kylza. Rio, 25-12-930”.",2004.16.133,"Fotografia||Kylza, sobrinha de Lucilia"
1744,,10 Comunicação > 10.1 Documento,Não identificado,15/12/1930,,2001.16.010,"Fotografia||Villa-Lobos, Lucilia, Antonieta Rudge, Mª Souza Lima e outros"
1745,,10 Comunicação > 10.1 Documento,Não identificado,Outubro de 1929,"Com a dedicatória “Al genial Hector Villa-Lobos com admiracion entusiastya y sincera simpatia. Barcelona. Oct. 1929”Obs: canto inferior direito, em baixo relevo: “J. Alonso”",2002.16.099,Fotografia||Maestro J. Lamotte de Grignon
1746,,10 Comunicação > 10.1 Documento,Não identificado,Maio de 1929,,2002.16.011,Fotografia||Tomás Terán - reprodução de retrato a óleoCom a dedicatória “Para los queridos Lucilia e Hector. Tomás. Paris - mayo - 929”
1747,,10 Comunicação > 10.1 Documento,Não identificado,02/03/1929,Com a dedicatória “à H. Villa-Lobos em affectueuse amitié. (assinatura ilegível). 2-3-29”.,2002.16.101,Fotografia||Não identificado
1748,,10 Comunicação > 10.1 Documento,Não identificado,18/10/1928,"Com a dedicatória no verso “A querida D. Noêmia, minha segunda mãe! Com mil abraços saudosos! Paris 18-10-928”.",1991.16.004,Fotografia||Lucília Villa-Lobos
1749,,10 Comunicação > 10.1 Documento,Não identificado,07/10/1927,"Com a dedicatória “Ao amigo Villa-Lobos offerece Arnaldo Guinle. Paris, 7-10-27”.",2003.16.130,"Fotografia||Arnaldo Guinle, com dedicatória “Ao amigo Villa-Lobos offerece Arnaldo Guinle. Paris, 7-10-27”"
1750,,10 Comunicação > 10.1 Documento,Não identificado,23/09/1927,Com a dedicatória “Para Hector e Lucilia Vila Lobos. Com mi mas grande afección y reconoscimiento y profunda admiración. Tomás Terán. Paris 23. sep. 927”.,2004.16.166,Fotografia||Tomás Terán
1751,,10 Comunicação > 10.1 Documento,Não identificado,08/11/1926,"Com a dedicatória “A D. Noemia [Noêmia] com muito respeito e amizade. Álvaro. Rio, 8-II-926”.",2004.16.136,"Fotografia||Álvaro Guimarães, irmão de Lucilia, na formatura de medicina"
1752,,10 Comunicação > 10.1 Documento,Não identificado,08/08/1926,Com a dedicatória “Aos queridos cunhados e amigos Bilita e Danton. Lembrança de Lucilia. Rio 8-8-926”.,2004.16.110,"Fotografia||Lucília Guimarães Villa-Lobos, jovem"
1753,,10 Comunicação > 10.1 Documento,Não identificado,23/03/1925,"Com a dedicatória “Ao maestro Felippo Alessio Diretor da Associação da O.L.N., lembrança grata de Villa-Lobos. S. Paulo, 23/3/925”.",1982.16.036,Fotografia||Villa-Lobos
1754,,10 Comunicação > 10.1 Documento,Não identificado,20/03/1925,"Com a dedicatória: “Ao amigo Tapajós. Villa-Lobos. Rio, 20/3/1925”.",1987.16.015,"Fotografia||Villa-Lobos, de chapéu"
1755,Suíça > Não definido,10 Comunicação > 10.1 Documento,Não identificado,Julho de 1924,"No verso, dedicatória “Suíssa, 7/924. À minha mãe”.",1980.16.004,Fotografia||Villa-Lobos
1756,,10 Comunicação > 10.1 Documento,Não identificado,12/05/1924,"Com a dedicatória no verso “Salve 12-5-924. Offerecemos os nossos priminhos o nosso retrato da nossa folia de carnaval! Saudades de Ruth, Alberto, Edith, Aldemar, Hermenegildo” e do lado do endereçamento “Sra. Hermenegilda Neves d’Almeida. Estação de Ramos. Leopoldina”.",2002.16.153,"Fotografia||Postal com a dedicatória no verso “Salve 12-5-924. Offerecemos os nossos priminhos o nosso retrato da nossa folia de carnaval! Saudades de Ruth, Alberto, Edith, Aldemar, Hermenegildo”"
1757,,10 Comunicação > 10.1 Documento,Não identificado,11/04/1924,"Com a dedicatória no verso “A minha querida vovó Noemia [Noêmia] com muitos beijinhos offerece a netinha Kylzita. Rio, 11-4-924”.",2004.16.135,"Fotografia||Kylza, filha de Juca irmão de Lucilia"
1758,,10 Comunicação > 10.1 Documento,Não identificado,30/06/1923,Com a dedicatória “Ao meu querido e genial Villa-Lobos. 30 de junho 1923. ”,1977.16.004,Fotografia||Graça Aranha
1759,Brasil > Rio de Janeiro,10 Comunicação > 10.1 Documento,Não identificado,Novembro de 1921,"Com a dedicatória manuscrita na frente: “A Villa-Lobos, creador de Belleza. /Rio, nov. 921”",1977.16.003,Fotografia||Ronald de Carvalho
1760,,10 Comunicação > 10.1 Documento,Não identificado,20/09/1921,Com a dedicatória: “A H. Villa - Lobos avec profunde admiracion et reconaissence pour les heures de musique delicieuse a Rio de Janeiro. Adolph Boln. 20 Septiembre 1921”.,1977.16.037,Fotografia||Adolph Bolm fantasiado de Pierrô
1761,,10 Comunicação > 10.1 Documento,Não identificado,27/08/1921,"Com a dedicatória: “Ao bello talento do amigo intérprete dos meus espíritos musicais, lembra o Villa-Lobos. À Fructuoso Viana. Rio, 27/8/921”.",1984.16.085,Fotografia||Villa-Lobos
1762,,10 Comunicação > 10.1 Documento,Não identificado,22/06/1920,Com a dedicatória “Au grand genie et à l’amis Villa-Lobos son ferent admitateur. . Rio-22 juin-1920”.,1980.16.006,Fotografia||Arthur Rubinstein
1763,Brasil > Rio de Janeiro,10 Comunicação > 10.1 Documento,Não identificado,12/11/1919,"Da dir. para esq.: Pery Machado, Orlando Frederico, Nascimento Filho, Fructuoso Lima Viana, Newton Pádua e Mário Ronchini e Villa-Lobos. Foto publicada na revista “Fon-Fon” de 22/11/1919. Arquivo da Ed. Brasil-América. Rio, 1919.",1982.16.114,Fotografia||Villa-lobos e outros no Theatro Municipal do Rio de Janeiro
1764,,10 Comunicação > 10.1 Documento,Não identificado,06/12/1917,,2004.16.131,"Fotografia||Oscar Guimarães, irmão de Lucilia"
1765,Brasil,10 Comunicação > 10.1 Documento,Não identificado,23/10/1912,Com a dedicatória no verso “A minha boa mãezinha uma lembramça do seu filho Juca. 23-10-1912”.,2004.16.105,"Fotografia||Juca Guimarães, irmão de Lucília Villa-Lobos"
1766,Brasil,10 Comunicação > 10.1 Documento,Não identificado,07/07/1911,"Juca Guimarães, irmão de Lucília. No verso, manuscrito “tirado em 7 de [Julio] de 1911”.",2004.16.107,"Fotografia||Juca Guimarães, irmão de Lucília Villa-Lobos"
1767,Brasil,10 Comunicação > 10.1 Documento,Não identificado,Novembro de 1908,Com a dedicatória “À sua irmã querida off. Heitor Villa-Lobos. 11/908”,1977.16.001,Fotografia||Villa-Lobos aos 21 anos
1768,,10 Comunicação > 10.1 Documento,Não identificado,,,2006.16.04,"Fotografia||Lorenzo Fernandez (ao centro de terno claro), Otávio Vieira Brandão e José Vieira Brandão (atrás de Lorenzo), Asdrúbal Lima, entre outros não identificados"
1769,,10 Comunicação > 10.1 Documento,Não identificado,,,2006.16.03,Fotografia||Villa-Lobos e Arminda sentados entre outros não identificados. Palácio Gustavo Capanema
1770,,10 Comunicação > 10.1 Documento,Não identificado,,,2006.16.02,"Fotografia||Foto bipartida. Acima: Villa-Lobos, de pé, à esquerda e Arminda sentada à mesa entre outros não identificados"
1771,,10 Comunicação > 10.1 Documento,Não identificado,,,2006.16.06,"Fotografia||Villa-Lobos , entre outros não identificados"
1772,,10 Comunicação > 10.1 Documento,Não identificado,,,2006.16.05,"Fotografia||Da esquerda para direita: Dora Vasconcelos (1ª), [Asdrúbal Lima (2°)], Olga Praguer Coelho (3ª), não identificado, Villa-Lobos(5ª), Arminda (6ª)"
