,Abrangência/ Cobertura,Assunto/ palavras-chave,Descrição,Identifier,Tipo do recurso,Título
2419,"Alagoas||Marechal Deodoro||-9,732582653591136  -35,89191210284711||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_1561.JPG||IMG_1561.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal||Fachada Principal
2420,"Alagoas||Marechal Deodoro||-9,732624951272761  -35,89190405622119||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_1571.JPG||IMG_1571.JPG,Não encontrado.||Não informado,Edificação,Fachada principal||Fachada principal
2421,"Alagoas||Marechal Deodoro||-9,738710474472647  -35,89030277743744||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_1574.JPG||IMG_1574.JPG||IMG_1574.JPG,Não encontrado.||Não informado,Edificação,Fachada principal||Fachada principal||Fachada principal
2422,"Alagoas||Marechal Deodoro||-9,733751125092338  -35,89144003405995||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_1576.JPG||IMG_1576.JPG||IMG_1576.JPG,Não encontrado.||Não informado,Edificação,Fachada principal||Fachada principal||Fachada principal
2423,"Alagoas||Marechal Deodoro||-9,732825865191296  -35,89178872123169||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_1578.JPG||IMG_1578.JPG,Não encontrado.||Não informado,Edificação,Fachada Frontal||Fachada Frontal
2424,"Alagoas||Marechal Deodoro||-9,733114017835154  -35,89167606845263||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_1579.JPG||IMG_1579.JPG,Não encontrado.||Não informado,Edificação,Fachada principal||Fachada principal
2425,"Alagoas||Marechal Deodoro||-9,73267782336947  -35,89187455191986||Não informado",Não encontrado.,IMG_1582.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal
2426,"Alagoas||Marechal Deodoro||-9,73259058440675  -35,89189735069556||Alagoas - Marechal Deodoro - Tareraguá",Não encontrado.,IMG_1580.JPG||IMG_1580.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal||Fachada Principal
2427,"Alagoas||Marechal Deodoro||-9,732667248949907  -35,89187723412851||Alagoas - Marechal Deodoro - Tareraguá",Não encontrado.,IMG_1583.JPG||IMG_1583.JPG,Não encontrado.||Não informado,Edificação,Fachada principal||Fachada principal
2428,"Alagoas||Marechal Deodoro||-9,73165210322724  -35,891761899142594||Alagoas - Marechal Deodoro - Tareraguá",Não encontrado.,IMG_1992.JPG||IMG_1992.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal||Fachada Principal
2429,"Alagoas||Marechal Deodoro||-9,7316573904536  -35,89171630158763||Alagoas - Marechal Deodoro - Tareraguá",Não encontrado.,IMG_1986.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal
2430,"Alagoas||Marechal Deodoro||-9,731671930322024  -35,891606331019||Alagoas - Marechal Deodoro - Tareraguá",Não encontrado.,IMG_1980.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal
2431,"Alagoas||Marechal Deodoro||-9,7317129063126  -35,89168679728899||Alagoas - Marechal Deodoro - Tareraguá",Não encontrado.,IMG_1977.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal
2432,"Alagoas||Marechal Deodoro||-9,732445186087554  -35,891273737101784||Alagoas - Marechal Deodoro - Tareraguá",Não encontrado.,IMG_1972.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal
2433,"Alagoas||Marechal Deodoro||-9,731891350087981  -35,89152251198754||Alagoas - Marechal Deodoro - Tareraguá",Não encontrado.,IMG_1955.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal
2434,"Alagoas||Marechal Deodoro||-9,73235001624384  -35,891281783727706||Alagoas - Marechal Deodoro - Tareraguá",Não encontrado.,IMG_1948.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal
2435,"Alagoas||Marechal Deodoro||-9,731645494195105  -35,89166399851509||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_1958.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal
2436,"Alagoas||Marechal Deodoro||-9,731813363559027  -35,89161169543628||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_1946.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal
2437,"Alagoas||Marechal Deodoro||-9,731821294396434  -35,891625106482174||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_1943.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal
2438,"Alagoas||Marechal Deodoro||-9,732051288501015  -35,89143466964266||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_1930.JPG||IMG_1930.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal||Fachada Principal
2439,"Alagoas||Marechal Deodoro||-9,731995772699126  -35,89146149173176||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_1939.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal
2440,"Alagoas||Marechal Deodoro||-9,731954135836538  -35,89143064633015||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_1964.JPG||IMG_1964.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal||Fachada Principal
2441,"Alagoas||Marechal Deodoro||-9,731593943743619  -35,8917618991417||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_5889.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal
2442,"Alagoas||Marechal Deodoro||-9,731017635584166  -35,89212667956709||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_5892.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal
2443,"Alagoas||Marechal Deodoro||-9,731201366962676  -35,89204218998548||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_5896.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal
2444,"Alagoas||Marechal Deodoro||-9,731234412164238  -35,89198988690847||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_5893.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal
2445,"Alagoas||Marechal Deodoro||-9,731168321757844  -35,89204353109025||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_2045.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal
2446,"Alagoas||Marechal Deodoro||-9,731255561092853  -35,89196574702801||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_2040.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal
2447,"Alagoas||Marechal Deodoro||-9,731317686057396  -35,89195367708688||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_2037.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal
2448,"Alagoas||Marechal Deodoro||-9,731435326918191  -35,89189600959348||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_2026.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal
2449,"Alagoas||Marechal Deodoro||-9,731539749669203  -35,89189600959258||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_2013.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal
2450,"Alagoas||Marechal Deodoro||-9,731340156785022  -35,89192819609896||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_2012.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal
2451,"Alagoas||Marechal Deodoro||-9,731419465231061  -35,89190137401076||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_2002.JPG||IMG_2002.JPG||IMG_2002.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal||Fachada Principal||Fachada Principal
2452,"Acre||Acrelândia||-9,855419074992213  -66,99813845699201||Não informado",Não encontrado.,,Não encontrado.||Não informado,Coleção,
2453,"Santa Catarina||Florianópolis||-27,702543467872417  -48,552848290133866||Não informado",Não encontrado.,,Não encontrado.||Não informado,Conjunto Urbano,
2454,"Santa Catarina||Florianópolis||-27,70163155798228  -48,54993004672536||Não informado",Não encontrado.,,Não encontrado.||Não informado,Conjunto Urbano,
2455,"Santa Catarina||Palhoça||-27,64755024970109  -48,653741886844806||Não informado",Não encontrado.,,Não encontrado.||Não informado,Conjunto Urbano,
2456,"Rio de Janeiro||São Gonçalo||-22,864645459999995  -43,007723629999994||Não informado",Não encontrado.,Colubandê-fotoInepac.png,Não encontrado.||Não informado,Artefato,Vista do Retábulo
2457,"Alagoas||Marechal Deodoro||-9,732677823367702  -35,89109402909773||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_1403.JPG||IMG_1403.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal||Fachada Principal
2458,"Alagoas||Marechal Deodoro||-9,732688397786044  -35,89105647817138||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_1401.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal
2459,"Alagoas||Marechal Deodoro||-9,73256943556354  -35,89110475793409||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_1405.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal
2460,"Alagoas||Marechal Deodoro||-9,732524494268615  -35,89112353339637||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_1407.JPG||IMG_1407.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal||Fachada Principal
2461,"Alagoas||Marechal Deodoro||-9,732995055765114  -35,89092773213957||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_1408.JPG||IMG_1408.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal||Fachada Principal
2462,"Alagoas||Marechal Deodoro||-9,732783567536897  -35,89100015178274||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_1411.JPG||IMG_1411.JPG,Não encontrado.||Não informado,Edificação,Fachada principal||Fachada principal
2463,"Alagoas||Marechal Deodoro||-9,732640812900884  -35,891096711306375||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_1412.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal
2464,"Alagoas||Marechal Deodoro||-9,732841726809879  -35,89098942294549||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_1413.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal
2465,"Alagoas||Marechal Deodoro||-9,732363234278345  -35,89118254199364||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_1421.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal
2466,"Alagoas||Marechal Deodoro||-9,734078930841182  -35,89050662532375||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_1429.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal
2467,"Alagoas||Marechal Deodoro||-9,73256943556354  -35,891155719903644||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_1904.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal
2468,"Alagoas||Marechal Deodoro||-9,73218082534244  -35,89141321197085||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_1917.JPG||IMG_1917.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal||Fachada Principal
2469,"Alagoas||Marechal Deodoro||-9,732225766684486  -35,891324699072236||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_1883.JPG||IMG_1883.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal||Fachada Principal
2470,"Alagoas||Marechal Deodoro||-9,732410819202167  -35,89122009292089||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_1850.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal
2471,"Alagoas||Marechal Deodoro||-9,732416106416503  -35,89120936408454||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_1871.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal
2472,"Alagoas||Marechal Deodoro||-9,732487483786581  -35,89116644874||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_1782.JPG||IMG_1782.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal||Fachada Principal
2473,"Alagoas||Marechal Deodoro||-9,73261173324949  -35,891112804559114||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_1896.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal
2474,"Alagoas||Marechal Deodoro||-9,732862875636727  -35,891000151781846||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_1899.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal
2475,"Alagoas||Marechal Deodoro||-9,733084938221404  -35,89090359225822||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_1915.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal
2476,"Alagoas||Marechal Deodoro||-9,732862875635849  -35,89097332969275||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_1895.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal
2477,"Alagoas||Marechal Deodoro||-9,733063789411272  -35,8908821345864||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_1432.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal
2478,"Alagoas||Marechal Deodoro||-9,733042640598036  -35,890903592257324||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_1772.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal
2479,"Alagoas||Marechal Deodoro||-9,73314838464908  -35,89086067691279||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_1773.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal
2480,"Alagoas||Marechal Deodoro||-9,732598515223026  -35,891128897814546||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_1775.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal
2481,"Alagoas||Marechal Deodoro||-9,733010917375667  -35,890903592257324||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_1776.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal
2482,"Paraíba||Areia||-6,969061099999999  -35,7042139||Não informado",Não encontrado.,,Não encontrado.||Não informado,Edificação,
2483,"Alagoas||Marechal Deodoro||-9,733111374232642  -35,891324699070445||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_1658.JPG||IMG_1658.JPG||IMG_1658.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal||Fachada Principal||Fachada Principal
2484,"Alagoas||Marechal Deodoro||-9,732717477435173  -35,89185577645759||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_1739.JPG||IMG_1739.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal||Fachada Principal
2485,"Alagoas||Marechal Deodoro||-9,732788854741768  -35,89184504762212||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_1361.JPG||IMG_1361.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal||Fachada Principal
2486,"Alagoas||Marechal Deodoro||-9,732944827321589  -35,89178872123349||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_1374.JPG||IMG_1374.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal||Fachada Principal
2487,"Alagoas||Marechal Deodoro||-9,732963332539107  -35,891761899142594||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,,Não encontrado.||Não informado,Edificação,
2488,"Alagoas||Marechal Deodoro||-9,732918391297197  -35,89179140344034||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_1377.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal
2489,"Alagoas||Marechal Deodoro||-9,733349298249241  -35,89160096660172||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_1378.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal
2490,"Alagoas||Marechal Deodoro||-9,733140453845845  -35,891705572752166||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_1380.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal
2491,"Alagoas||Marechal Deodoro||-9,733214474662002  -35,891777992396236||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_1389.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal
2492,"Alagoas||Marechal Deodoro||-9,732693684995075  -35,891869187502586||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_1381.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal
2493,"Alagoas||Marechal Deodoro||-9,733158959051647  -35,89167070403356||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_1727.JPG||IMG_1727.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal||Fachada Principal
2494,"Alagoas||Marechal Deodoro||-9,732778280327498  -35,891869187503474||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_1605.JPG||IMG_1605.JPG||IMG_1605.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal||Fachada Principal||Fachada Principal
2495,"Alagoas||Marechal Deodoro||-9,732825865192186  -35,89182627215805||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_1617.JPG||IMG_1617.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal||Fachada Principal
2496,"Alagoas||Marechal Deodoro||-9,73279942915483  -35,891850412037606||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_1642.JPG||IMG_1642.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal||Fachada Principal
2497,"Alagoas||Marechal Deodoro||-9,732844370414528  -35,89181554332169||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_1640.JPG||IMG_1640.JPG||IMG_1640.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal||Fachada Principal||Fachada Principal
2498,"Alagoas||Marechal Deodoro||-9,732876093650953  -35,891799450067154||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_1645.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal
2499,"Alagoas||Marechal Deodoro||-9,732873450047435  -35,89182090773988||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_1672.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal
2500,"Alagoas||Marechal Deodoro||-9,732989768559962  -35,89178335681351||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_1676.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal
2501,"Alagoas||Marechal Deodoro||-9,733719401939027  -35,891718983798064||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_1647.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal
2502,"Alagoas||Marechal Deodoro||-9,73295804533257  -35,89177262797895||Alagoas - Marechal Deodoro - Taperaguá",Não encontrado.,IMG_1677.JPG,Não encontrado.||Não informado,Edificação,Fachada Principal
