,Assunto/ palavras-chave,Autor,Data,Descrição,Direitos,Identifier,Título
441,09 Objetos Cerimoniais > 09.3 Objeto de Culto||Minas Gerais | Religião | Século XVIII/XIX,Não identificado,,"Cruz de calvário em madeira entalhada e pintada, com base representando rocha estilizada. Policromia: azul e vinho.||Peça de manufatura popular e origem mineira, com pintura em círculos e motivos geométricos.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",23||164/93 | 02.36.066,Crucifixo [fragmento] (cruz)
442,09 Objetos Cerimoniais > 09.3 Objeto de Culto||Minas Gerais | Religião | Século XVIII/XIX,Não identificado,,"Crucifixo em madeira entalhada, pintada e dourada. Monocromia: verde.||Peça com base e cruz em recortes curvos, em estilo rococó, datável do século XIX.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",22||166/94 | 84.33,Crucifixo [fragmento] (cruz)
443,05 Interiores > 05.5 Peça de Mobiliário||Minas Gerais | Mobiliário | Século XVIII/XIX,Não identificado,,,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",21||20/88 | 020/1981 | 03/1983 | 039/03,Mesa de encostar
444,10 Comunicação > 10.1 Documento||Família Ottoni | Genealogia | Século XX,Christiano B. Ottoni Filho (risco); Ivo Ferreira da Silva (desenho) e Gráfica de Artes S.A (caracteres),30/10/2003,"Placa para impressão (clichê), com ilustração em baixo-relevo (a zinco?), para uso em prelo manual na impressão do Livro ""Árvore  Genealógica da Família Ottoni"", de autoria de Christiano Benedicto Ottoni Filho, com edição de 1963.||As ilustrações do referido livro apresentam árvore (desenha à mão livre) e respectivos nomes dos ramos da Família Ottoni, estes feitos com caracteres Elzevir. Autoria do desenho das árvores: Ivo Ferreira da Silva.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",20||Não encontrado||01 | 04 | 06 | 07 | 08 | 09 | 10 | 11 | 12 | 13 | 14,Clichê para impressão||Árvore Genealógica da Família Ottoni - 24
445,05 Interiores > 05.4 Objeto de Iluminação||Minas Gerais | Religião | Século XVIII/XIX,Não identificado,,"Ornatos: volutas, frisos, cartelas e folha de acanto.||Castiçal de banqueta, de manufatura erudita, datável do séc. XVIII ou XIX e origem mineira.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",19||180a/94 | 84.32.1||18,Castiçal de banqueta
446,05 Interiores > 05.4 Objeto de Iluminação||Minas Gerais | Religião | Século XVIII/XIX,Não identificado,,"Ornatos: volutas, frisos, cartelas e folha de acanto.||Castiçal de banqueta, de manufatura erudita, datável do séc. XVIII ou XIX e origem mineira.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",18||180b/94 | 84.32.2||19,Castiçal de banqueta
447,05 Interiores > 05.4 Objeto de Iluminação||Minas Gerais | Religião | Século XVIII/XIX,Não identificado,,"Apresenta vestígios de pintura amarela e douramento.||Ornatos: flor estilizada e motivos fitomorfos, volutas, estrangulamentos, anel e frisos.||Castiçal entalhado e dourado, de manufatura erudita, datável do séc. XVIII ou XIX e origem mineira.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",17||184b/94 | 01.010b.012||16 | 39,Castiçal
448,05 Interiores > 05.4 Objeto de Iluminação||Minas Gerais | Religião | Século XVIII/XIX,Não identificado,,"Apresenta vestígios de pintura amarela e douramento.||Ornatos: flor estilizada e motivos fitomorfos, volutas, estrangulamentos, anel e frisos.||Castiçal entalhado e dourado, de manufatura erudita, datável do séc. XVIII ou XIX e origem mineira.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",16||184c/94 | 01.010a.011||17 | 39,Castiçal
449,09 Objetos Cerimoniais > 09.3 Objeto de Culto||Arte Sacra | Minas Gerais | Século XVIII,Não identificado,,"Objeto em madeira entalhada e dourada (purpurina), sem o Cristo Crucificado. Peça para ser colocada no altar de igreja.||Ornatos nas hastes: estruturas circulares, raios de sol, volutas, folhas de acanto e medalhões.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",15||44/88 | 84.74 | 45/1981,Crucifixo de banqueta
450,10 Comunicação > 10.1 Documento||Família Ottoni | Genealogia | Século XX,Christiano B. Ottoni Filho (risco); Ivo Ferreira da Silva (desenho) e Gráfica de Artes S.A (caracteres),30/10/2003,"Placa para impressão (clichê), com ilustração em baixo-relevo (a zinco?), para uso em prelo manual na impressão do Livro ""Árvore  Genealógica da Família Ottoni"", de autoria de Christiano Benedicto Ottoni Filho, com edição de 1963.||As ilustrações do referido livro apresentam árvore (desenha à mão livre) e respectivos nomes dos ramos da Família Ottoni, estes feitos com caracteres Elzevir. Autoria do desenho das árvores: Ivo Ferreira da Silva.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",14||Não encontrado||01 | 04 | 06 | 07 | 08 | 09 | 10 | 11 | 12 | 13 | 20,Clichê para impressão||Árvore Genealógica da Família Ottoni - 21
451,10 Comunicação > 10.1 Documento||Família Ottoni | Genealogia | Século XX,Christiano B. Ottoni Filho (risco); Ivo Ferreira da Silva (desenho) e Gráfica de Artes S.A (caracteres),30/10/2003,"Placa para impressão (clichê), com ilustração em baixo-relevo (a zinco?), para uso em prelo manual na impressão do Livro ""Árvore  Genealógica da Família Ottoni"", de autoria de Christiano Benedicto Ottoni Filho, com edição de 1963.||As ilustrações do referido livro apresentam árvore (desenha à mão livre) e respectivos nomes dos ramos da Família Ottoni, estes feitos com caracteres Elzevir. Autoria do desenho das árvores: Ivo Ferreira da Silva.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",13||Não encontrado||01 | 04 | 06 | 07 | 08 | 09 | 10 | 11 | 12 | 14 | 20,Clichê para impressão||Árvore Genealógica da Família Ottoni - 20
452,10 Comunicação > 10.1 Documento||Família Ottoni | Genealogia | Século XX,Christiano B. Ottoni Filho (risco); Ivo Ferreira da Silva (desenho) e Gráfica de Artes S.A (caracteres),30/10/2003,"Placa para impressão (clichê), com ilustração em baixo-relevo (a zinco?), para uso em prelo manual na impressão do Livro ""Árvore  Genealógica da Família Ottoni"", de autoria de Christiano Benedicto Ottoni Filho, com edição de 1963.||As ilustrações do referido livro apresentam árvore (desenha à mão livre) e respectivos nomes dos ramos da Família Ottoni, estes feitos com caracteres Elzevir. Autoria do desenho das árvores: Ivo Ferreira da Silva.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",12||Não encontrado||01 | 04 | 06 | 07 | 08 | 09 | 10 | 11 | 13 | 14 | 20,Clichê para impressão||Árvore Genealógica da Família Ottoni - 17
453,10 Comunicação > 10.1 Documento||Família Ottoni | Genealogia | Século XX,Christiano B. Ottoni Filho (risco); Ivo Ferreira da Silva (desenho) e Gráfica de Artes S.A (caracteres),30/10/2003,"Placa para impressão (clichê), com ilustração em baixo-relevo (a zinco?), para uso em prelo manual na impressão do Livro ""Árvore  Genealógica da Família Ottoni"", de autoria de Christiano Benedicto Ottoni Filho, com edição de 1963.||As ilustrações do referido livro apresentam árvore (desenha à mão livre) e respectivos nomes dos ramos da Família Ottoni, estes feitos com caracteres Elzevir. Autoria do desenho das árvores: Ivo Ferreira da Silva.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",11||Não encontrado||01 | 04 | 06 | 07 | 08 | 09 | 10 | 12 | 13 | 14 | 20,Clichê para impressão||Árvore Genealógica da Família Ottoni - 14
454,10 Comunicação > 10.1 Documento||Família Ottoni | Genealogia | Século XX,Christiano B. Ottoni Filho (risco); Ivo Ferreira da Silva (desenho) e Gráfica de Artes S.A (caracteres),30/10/2003,"Placa para impressão (clichê), com ilustração em baixo-relevo (a zinco?), para uso em prelo manual na impressão do Livro ""Árvore  Genealógica da Família Ottoni"", de autoria de Christiano Benedicto Ottoni Filho, com edição de 1963.||As ilustrações do referido livro apresentam árvore (desenha à mão livre) e respectivos nomes dos ramos da Família Ottoni, estes feitos com caracteres Elzevir. Autoria do desenho das árvores: Ivo Ferreira da Silva.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",10||Não encontrado||01 | 04 | 06 | 07 | 08 | 09 | 11 | 12 | 13 | 14 | 20,Clichê para impressão||Árvore Genealógica da Família Ottoni - 8
455,10 Comunicação > 10.1 Documento||Família Ottoni | Genealogia | Século XX,Christiano B. Ottoni Filho (risco); Ivo Ferreira da Silva (desenho) e Gráfica de Artes S.A (caracteres),30/10/2003,"Placa para impressão (clichê), com ilustração em baixo-relevo (a zinco?), para uso em prelo manual na impressão do Livro ""Árvore  Genealógica da Família Ottoni"", de autoria de Christiano Benedicto Ottoni Filho, com edição de 1963.||As ilustrações do referido livro apresentam árvore (desenha à mão livre) e respectivos nomes dos ramos da Família Ottoni, estes feitos com caracteres Elzevir. Autoria do desenho das árvores: Ivo Ferreira da Silva.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",9||Não encontrado||01 | 04 | 06 | 07 | 08 | 10 | 11 | 12 | 13 | 14 | 20,Clichê para impressão||Árvore Genealógica da Família Ottoni - 6
456,10 Comunicação > 10.1 Documento||Família Ottoni | Genealogia | Século XX,Christiano B. Ottoni Filho (risco); Ivo Ferreira da Silva (desenho) e Gráfica de Artes S.A (caracteres),30/10/2003,"Placa para impressão (clichê), com ilustração em baixo-relevo (a zinco?), para uso em prelo manual na impressão do Livro ""Árvore  Genealógica da Família Ottoni"", de autoria de Christiano Benedicto Ottoni Filho, com edição de 1963.||As ilustrações do referido livro apresentam árvore (desenha à mão livre) e respectivos nomes dos ramos da Família Ottoni, estes feitos com caracteres Elzevir. Autoria do desenho das árvores: Ivo Ferreira da Silva.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",8||Não encontrado||01 | 04 | 06 | 07 | 09 | 10 | 11 | 12 | 13 | 14 | 20,Clichê para impressão||Árvore Genealógica da Família Ottoni - 5
457,10 Comunicação > 10.1 Documento||Família Ottoni | Genealogia | Século XX,Christiano B. Ottoni Filho (risco); Ivo Ferreira da Silva (desenho) e Gráfica de Artes S.A (caracteres),30/10/2003,"Placa para impressão (clichê), com ilustração em baixo-relevo (a zinco?), para uso em prelo manual na impressão do Livro ""Árvore  Genealógica da Família Ottoni"", de autoria de Christiano Benedicto Ottoni Filho, com edição de 1963.||As ilustrações do referido livro apresentam árvore (desenha à mão livre) e respectivos nomes dos ramos da Família Ottoni, estes feitos com caracteres Elzevir. Autoria do desenho das árvores: Ivo Ferreira da Silva.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",7||Não encontrado||01 | 04 | 06 | 08 | 09 | 10 | 11 | 12 | 13 | 14 | 20,Clichê para impressão||Árvore Genealógica da Família Ottoni - 4
458,10 Comunicação > 10.1 Documento||Família Ottoni | Genealogia | Minas Gerais | Século XX,Christiano B. Ottoni Filho (risco); Ivo Ferreira da Silva (desenho) e Gráfica de Artes S.A (caracteres),30/10/2003,"Placa para impressão (clichê), com ilustração em baixo-relevo (a zinco?), para uso em prelo manual na impressão do Livro ""Árvore  Genealógica da Família Ottoni"", de autoria de Christiano Benedicto Ottoni Filho, com edição de 1963.||As ilustrações do referido livro apresentam árvore (desenha à mão livre) e respectivos nomes dos ramos da Família Ottoni, estes feitos com caracteres Elzevir. Autoria do desenho das árvores: Ivo Ferreira da Silva.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",6||Não encontrado||01 | 04 | 07 | 08 | 09 | 10 | 11 | 12 | 13 | 14 | 20,Clichê para impressão||Árvore Genealógica da Família Ottoni - 3
459,10 Comunicação > 10.1 Documento||Família Ottoni | Genealogia | Minas Gerais | Século XX,Christiano B. Ottoni Filho (risco); Ivo Ferreira da Silva (desenho) e Gráfica de Artes S.A (caracteres),30/10/2003,"Placa para impressão (clichê), com ilustração em baixo-relevo (a zinco?), para uso em prelo manual na impressão do Livro ""Árvore  Genealógica da Família Ottoni"", de autoria de Christiano Benedicto Ottoni Filho, com edição de 1963.||As ilustrações do referido livro apresentam árvore (desenha à mão livre) e respectivos nomes dos ramos da Família Ottoni, estes feitos com caracteres Elzevir. Autoria do desenho das árvores: Ivo Ferreira da Silva.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",4||Não encontrado||01 | 06 | 07 | 08 | 09 | 10 | 11 | 12 | 13 | 14 | 20,Clichê para impressão||Árvore Genealógica da Família Ottoni - 2
460,05 Interiores > 05.5 Peça de Mobiliário||Minas Gerais | Religião | Século XVIII/XIX,Não identificado,,"Oratório portátil, em madeira recortada e em formato de cruz. Policromia: bege, preto, cinza, amarelo, azul e vermelho.||Peça de manufatura típica da região de Minas Gerais, sobretudo com relação às rosinhas de malabar.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",3||188/94 | 01.004.004,Oratório Portátil||Sem Título
461,02 Artes Visuais/Cinematográfica > 02.4 Estampa||Arte Sacra | Minas Gerais | Século XIX | Serro,Não identificado,,"Objeto de estrutura verticalizada, em tecido pintado, com representação da frente e das costas do corpo de Jesus Cristo.||Ornatos nas hastes: filetes, bilros.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",2||15/88 | 015/1981 | 037/1983 | 039/059,Estampa Religiosa||Santo Sudário
