Agente,Descrição,Document,Link do Item,Número do Programa,Título
Os Originais do Samba,"Eles marcaram a década de 1970 com muito suingue e bom humor. Conquistaram fãs, emplacaram diversos sucessos e ganharam discos de ouro ao longo de sua trajetória. Formado por um seleto grupo de ritmistas pra lá de especiais, esse sexteto entrou para a história até na França, onde fez muita gente sambar. Neste Estúdio, a trajetória e o ritmo dos Originais do Samba.",111650,https://www.funarte.gov.br/estudio-f/estudio-f-os-originais-do-samba/,388,388 - Os Originais do Samba
Francis Hime,"Abram alas, que o Estúdio F de hoje homenageia um dos grandes da música popular brasileira. Um carioca que se formou em engenharia mecânica mas que, em música, aprendeu o beabá com os eruditos, tornando-se pianista, arranjador, cantor e compositor em diversos gêneros que estão na base da nossa música, como as modinhas, os calangos, choros, frevos e, claro, sambas. Assim como muitos companheiros de geração, esboçou os primeiros acordes ainda no contexto da bossa nova (apadrinhado por Vinicius de Moraes), mas logo fez seu nome e sua obra. Neste Estúdio F, apresentamos o grande Francis Hime.",111646,https://www.funarte.gov.br/estudio-f/estudio-f-francis-hime/,387,387 - Francis Hime
Délcio Carvalho,"Na história do samba, ele é mais conhecido como “o parceiro mais presente na obra de Dona Ivone Lara”, co-autor de sucessos da grande dama do samba como “Sonho meu”, “Alvorecer” e “Acreditar”. Mas quem é do samba sabe que as palavras e melodias desse compositor inspiradíssimo vão além da linda obra bordada a 4 mãos com Dona Ivone. Estamos falando do grande Délcio Carvalho: dono de uma sensibilidade que deu origem a um repertório diverso, vasto e cheio de grandes sucessos. ",111642,https://www.funarte.gov.br/estudio-f/estudio-f-delcio-carvalho/,385,385 - Délcio Carvalho
Luiz Antônio,"Compositor de sambas e marchinhas que fazem parte da história do carnaval, o personagem de hoje no Estúdio F é um dos casos mais curiosos da nossa música. Um compositor de mão cheia que dividia seu tempo entre a criação artística e... as forças armadas. Isso mesmo: foi no Exército que ele passou boa parte de sua vida. Mesmo assim, foi um dos maiores boêmios de que se tem notícia no Rio de Janeiro, tendo sido importalizado por sucessos que ele criou, como “Sassaricando”, “Lata D’água”, “Quero morrer no carnaval” e “Eu bebo, sim”. Com vocês... As histórias, os sambas e as marchinhas deste compositor de alta patente que é... Luís Antônio.",111636,https://www.funarte.gov.br/estudio-f/estudio-f-luiz-antonio/,370,370 - Luiz Antônio
Baby do Brasil,"Neste Estúdio F apresentamos uma das personalidades mais esfuziantes da Música Popular Brasileira, dona de uma voz marcante e de sucessos que caíram no gosto do país. Sem medo de encarar variados gêneros musicais, gravou de tudo: choro, samba, rock, afoxé e balada romântica... Com vocês, Baby do Brasil.",111616,https://www.funarte.gov.br/estudio-f/estudio-f-baby-do-brasil/,363,363 - Baby do Brasil
Marisa Monte,"Ela estudou canto lírico, gosta de jazz e samba das antigas e é uma das cantoras mais populares do Brasil. Tornou-se uma supercelebridade mantendo sua vida pessoal muito bem reservada. E apesar de ter um jeitão bem despojado, calcula cada passo da sua carreira como uma executiva de multinacional. Sua afinação, seu talento, sua técnica e seu faro pro sucesso lhe garantiram um lugar entre as grandes cantoras do Brasil. Senhoras e senhores, fechem os olhos e ouçam a voz da homenageada deste Estúdio F. Com vocês: Marisa Monte.",111631,https://www.funarte.gov.br/estudio-f/estudio-f-marisa-monte/,366,366 - Marisa Monte
Toninho Horta,"Bossa nova, samba, música sacra, folk (folque), rock, jazz... Este Estúdio F apresenta um dos músicos mais versáteis do país. Empunhando guitarras e violões, rompeu fronteiras e hoje é um dos nomes mais respeitados do cenário mundial, tendo realizado parcerias com Pat Metheny, Wayne Shorter e George Benson. No Brasil, ficou conhecido por integrar o Clube da Esquina, juntamente com Lô Borges, Beto Guedes e Milton Nascimento. Com vocês, Toninho Horta.",111626,https://www.funarte.gov.br/estudio-f/estudio-f-toninho-horta/,365,365 - Toninho Horta
José Carlos Capinan,"Unidade da língua escrita ou falada (dotada de um ou mais significados), a palavra é a base da comunicação entre as pessoas. Numa frase, num manifesto, num verso que é dito ou cantado. Pro poeta e letrista que é personagem desse Estúdio F, a palavra é como um orixá - pelo poder que tem de se apossar de suas ações e trazer novas mensagens ao mundo – sejam elas de amor, de protesto ou da própria superação humana. Com vocês: a palavra de José Carlos Capinan.",111621,https://www.funarte.gov.br/estudio-f/estudio-f-jose-carlos-capinan/,364,364 - José Carlos Capinan
Dori Caymmi | Dorival Caymmi,"O personagem dessa edição do Estúdio F é filho de um dos pilares da música brasileira: mestre Dorival Caymmi. Já artisticamente, também é herdeiro de Tom Jobim, João Gilberto, Baden Powell, Luís Eça, Cole Porter e outros mestres da música dos Estados Unidos, do Brasil, do mundo todo. Referências múltiplas desse carioca que, compondo, cantando, tocando violão e escrevendo arranjos, se tornou um verbete obrigatório na história da nossa música: com vocês, a arte de Dori Caymmi.",111592,https://www.funarte.gov.br/estudio-f/estudio-f-dori-caymmi/,356,356 - Dori Caymmi
Helena Meireles,"Essa artista pantaneira nasceu no tempo em que não era de bom tom moças tocando viola. Com personalidade forte, autodidata e dona de um talento natural, ainda criança aprendeu fazer belas melodias, encantando peões e viajantes que faziam pouso na casa de sua família. Ela tocou em festas, serestas e até em bordéis, ficando por muito tempo longe dos holofotes até ser considerada a “artista revelação” e ter seu nome incluído na famosa revista Guitar Player. Com vocês: Helena Meireles ",111597,https://www.funarte.gov.br/estudio-f/estudio-f-helena-meireles/,357,357 - Helena Meireles
Ivon Curi,"Cantor, ator e grande showman, ele é um dos grandes personagens da história da música popular brasileira. Não só pelo belo timbre de voz com que “dizia” as músicas no rádio, no cinema, nos discos, na TV. Mas também por sua personalidade única, capaz de unir charme e bom humor, Paris e Caruaru, como nenhum outro artista brasileiro. Não à toa conquistou o título de “Rei do Rádio” e colecionou fãs no Brasil inteiro, gravando canções francesas e pequenas crônicas musicais como “João Bobo”, composta e cantada por ele, o personagem do Estúdio F de hoje. Com vocês, a verve e a voz do chansonier do Brasil... Ivon Curi.",111602,https://www.funarte.gov.br/estudio-f/estudio-f-ivon-curi/,359,359 - Ivon Curi
Roberto Carlos,"O vasto domínio da música popular brasileira tem uma constelação de príncipes, princesas, duques, duquesas e milhões de súditos espalhados por todo o mundo, mas apenas um único e soberano Rei. Para ele, qualquer superlativo é pouco. Ele já vendeu mais de 120 milhões de discos (mais que qualquer outro artista latino-americano). Todo mundo sabe cantarolar pelo menos uma de suas dezenas de sucessos, com letras e melodias simples, que emocionam fãs de todos os cantos do Brasil desde a década de 1960. É uma das raras personalidades da música que têm faixas de horário em emissoras de rádio dedicadas exclusivamente a tocar o seu repertório! Senhoras e senhores, neste Estúdio F, sua majestade o Rei... Roberto Carlos!",111612,https://www.funarte.gov.br/estudio-f/estudio-f-roberto-carlos/,362,362 - Roberto Carlos
Zeca Pagodinho,"Boêmio, bem-humorado, espirituoso, solidário, sagaz e muito talentoso. Ele poderia se chamar Brasil, ou samba, mas atende por Jessé Gomes da Silva Filho – mais conhecido como Zeca Pagodinho, personagem deste Estúdio F. ",111607,https://www.funarte.gov.br/estudio-f/estudio-f-zeca-pagodinho/,360,360 - Zeca Pagodinho
Tom Jobim,"Esse carioca nasceu na Tijuca em 25 de janeiro de 1927, mas aos quatro anos de idade já estava morando em Ipanema, bairro que sua música tornaria famoso em todo o mundo. Na juventude, ele até pensou em trabalhar como arquiteto, mas – para felicidade geral da nação -, optou pelo piano, tornando-se referência quando se pensa em qualidade e sofisticação musical. O Estúdio F entra na onda de Tom Jobim. 
",114930,https://www.funarte.gov.br/estudio-f/estudio-f-tom-jobim/,111,111 - Tom Jobim
Imperatriz Leopoldinense,"Na década de 1990, ela foi “a escola de samba a ser batida”, com seus enredos muito bem elaborados por Rosa Magalhães e apresentações irrepreensíveis na Marquês de Sapucaí. Houve quem condenasse seus “desfiles técnicos”... E quem, naturalmente, se orgulhasse cada vez mais de suas conquistas. Vem, vem, vem reviver comigo a história e as glórias da Rainha de Ramos, que é a homenageada desta edição do Estúdio F.",115105,https://www.funarte.gov.br/estudio-f/estudio-f-imperatriz-leopoldinense/,283,283 - Imperatriz Leopoldinense
Mocidade Independente de Padre Miguel,"No início, ela tinha a fama de ser uma “bateria que carregava uma escola de samba”, mas depois construiu sua identidade através de grandes desfiles: do barroco de Arlindo Rodrigues ao high-tech de Renato Lage, passando pelo tropicalismo de Fernando Pinto. Virando nas viradas dessa vida e requebrando na cadência da imortal bateria de Mestre André, a Estrela Guia de Padre Miguel é o tema desta edição do Estúdio F. . .",115115,https://www.funarte.gov.br/estudio-f/estudio-f-mocidade-independente-de-padre-miguel/,284,284 - Mocidade Independente de Padre Miguel
União da Ilha do Governador,"A minha alegria atravessou o mar e ancorou no Estúdio F para contar a história da escola de samba que marcou época nas décadas de 1970 e 80 com seus desfiles coloridos, descontraídos e embalados por alguns dos maiores sambas-enredo da história, compostos por Didi, Franco e tanto outros craques. Abram alas para a União da Ilha do Governador, a escola-simpatia, segunda escola de samba do coração dos foliões cariocas.",115121,https://www.funarte.gov.br/estudio-f/estudio-f-uniao-da-ilha-do-governador/,285,285 - União da Ilha do Governador
Estácio de Sá,"Foi no bairro carioca do Estácio de Sá que o samba ganhou sua cadência definitiva, pelas mãos de grandes sambistas como Ismael Silva, Bide, Nilton Bastos, Mano Rubens e tantos outros. Desfilando nessa batida, o bloco carnavalesco Deixa Falar se auto-intitulou “escola de samba” e pavimentou o chão sagrado da agremiação que é tema desta edição do Estúdio F: o Grêmio Recreativo Escola de Samba Estácio de Sá.",115128,https://www.funarte.gov.br/estudio-f/estudio-f-estacio-de-sa/,286,286 - Estácio de Sá
Unidos de Vila Isabel,"Assim como o bairro que a abriga desde a sua fundação, em 4 de abril de 1946, a Unidos de Vila Isabel tem a capacidade de transformar o samba num feitiço. Responsável por momentos inesquecíveis do carnaval carioca e celeiro de bambas como Martinho da Vila, Paulo Brazão, Rodolpho, Luiz Carlos da Vila e André Diniz, a escola de samba do bairro de Noel Rosa é a grande homenageada desta edição do Estúdio F.",115134,https://www.funarte.gov.br/estudio-f/estudio-f-unidos-de-vila-isabel/,287,287 - Unidos de Vila Isabel
Estação Primeira de Mangueira,"Cartola, Carlos Cachaça, Jamelão, Nelson Cavaquinho, Xangô, Padeirinho, Nelson Sargento, Clementina de Jesus, Herivelto Martins, Beth Carvalho, Tom Jobim... Esses e outros craques do samba são as atrações desse Estúdio F, que homengeia a Estação Primeira de Mangueira. Uma história e tanto contada através dos sambas-enredo e de terreiro que têm como musa a Verde e Rosa.",115141,https://www.funarte.gov.br/estudio-f/estudio-f-estacao-primeira-de-mangueira/,204,204 - Estação Primeira de Mangueira
Império Serrano,"A história heroica, os títulos e episódios relicários do samba estão nesse Estúdio F, que tem como homenageado o Reizinho de Madureira, Menino de 47, mais conhecido por Grêmio Recreativo Escola de Samba Império Serrano. As histórias da coroa imperial do morro da Serrinha cantadas nas composições de Silas de Oliveira, Dona Ivone Lara, Mano Décio da Viola e outros bambas.",115148,https://www.funarte.gov.br/estudio-f/estudio-f-imperio-serrano/,205,205 - Império Serrano
Portela,"“Rio que passou” na vida de Paulinho da Viola, “a deusa do samba” para Mauro Duarte e Paulo Cesar Pinheiro e dona de uma história que é um livro com “tantas páginas belas”, na inspiração de Monarco. Empunhando a bandeira azul e branca e sempre seguindo sua águia altaneira, aí vem a Portela, que, com seu passado de glória e um repertório de sambas antológicos, é o tema desse Estúdio F.",115154,https://www.funarte.gov.br/estudio-f/estudio-f-portela/,206,206 - Portela
